id,name,birth
1209,William Fichtner,1956
1313634,Vera Baranyai,1982
287831,Hal Foster,1892
17235,Bob Alcivar,1938
637176,Oleg Novkovic,1968
1164862,Lev Gorn,1971
2278458,Prachi Desai,1988
468602,Halina Kowalska,1941
329,Jackie Chan,1954
710020,Joe Ranft,1960
1165676,Toshimi Kokubo,1960
9477525,Matthew Starks,1984
6743748,Elias Ali,1994
725257,Hans Richter,1888
2509006,Susaye Greene,1949
1588599,Ramsey Nouah,1970
730803,Adrian Roberts,1942
960009,Kunihiko Ôshiba,1976
21334,Antero Alli,1952
798075,Jüri Sillart,1943
753737,Jérémie Renier,1981
538418,Lyudmila Makarova,1921
324920,Andrew Gold,1951
2545875,Thomas Huber,1966
525402,Edwin Luisi,1947
818485,Matt Spicer,1984
530422,Bruni Löbel,1920
1502083,Joanne Cheng,1964
724657,Kevin Scott Richardson,1971
374034,Marc Heijdeman,1970
248759,Jenny Eclair,1960
1631269,Chloë Grace Moretz,1997
1915412,Jeremy Brandt,1972
274337,Ivo Ferreira,1975
757373,Henri Sala,1936
1533300,Sakalas Uzdavinys,1962
3819338,Alejandra Coral Mantilla,1986
2359944,Billy Ray Brewton,1982
919126,Märta Weiss,1924
2305715,Josh Gibson,1981
384342,James Hill,1919
212498,Tim DeZarn,1952
460600,Nigel Kneale,1922
734951,Jim Rodnunsky,1956
5750,Hans Jura,1921
52008,Stefan Banica Jr.,1967
509270,Haakon Lie,1905
873469,Stephen Trombley,1954
993646,Minako Ogawa,1962
358353,Joachim Hammann,1946
3621260,Casey de Fremery,1987
1687689,Otto Grothewohl,1894
797934,Bonnie Silco,1967
52619,Zhifang Bao,1939
2653428,Fabrizio Brandi,1965
508085,Johan Leysen,1950
1191728,Ryan Culver,1975
591387,Joseph Minion,1957
569710,Tom McGowan,1921
3870552,Mohammed Jassim,1980
2333632,Charlie Munger,1924
940950,Jonathan M. Woodward,1973
162134,Anna Ciepielewska,1936
2930563,Chapin Hemmingway,1984
286434,Janne Formoe,1975
1523753,Matthew Kilburn,1962
1880510,Atsuko Maeda,1991
1578920,Melih Ekener,1965
892109,John Veitch,1920
8265107,Priscilla Mahesh,1991
452684,Kaleena Kiff,1974
251760,Bernd Eilert,1949
5025747,Aaron Chow,1984
257789,Gösta Engström,1939
3210874,Fabrizio Campanelli,1973
9008798,Leonid Chikunov,1960
1057867,Halina Auderska,1904
196281,Maria Helena Vieira da Silva,1908
9162874,Mats Ljung,1947
2088033,Manuel Sá Pessoa,1980
7987172,Svetlana Annapolskaya,1930
876454,Alwien Tulner,1970
1425844,Mihály Racsmány,1969
3482613,Nurit Hirschfeld,1992
1571213,Jackie Geary,1977
5443998,Guglielmo Poggi,1991
2077824,Bill Backer,1926
3129076,Magdalena Jaworska,1983
2006540,Roberto Carlos,1973
626864,Jürg Neuenschwander,1953
3432851,Salvador Cardenal,1960
213306,Melissa Monet,1964
501786,Beth Lendorf,1948
688788,Hal W. Polaire,1918
1556445,Ditte Hansen,1970
2273991,Mario Feroce,1955
996034,Zuzana Tatarová,1956
6745,João Mário Grilo,1958
194270,René Richard Cyr,1958
807243,Alex Smith,1967
20813,Marshall Allen,1925
1194898,Horacio Icasto,1941
1711842,Marty Thomas,1958
41172,Lionel Atwill,1885
1335619,Sanseverino,1962
741,Tim Allen,1953
687081,Angela Pleasence,1941
355420,Christopher James Hall,1966
135404,Cristiana Capotondi,1980
611568,Sujan Mukherjee,1974
264770,Franco Fabrizi,1916
492658,Cary Lawrence,1964
432684,Brancato Junior,1934
2129,Gregory Harrison,1950
797672,Slobodan Sijan,1946
402596,Peter H. Hunt,1938
1473572,Edwin Khachikian,1971
542915,Paul Mann,1913
1253078,Pavel Ruminov,1974
545393,Jean-Pierre Marchand,1924
3076164,Rhiannon Myee,1993
94094,Tatyana Bondarenko,1956
170381,Tim Colceri,1951
4150929,Medi Sadoun,1973
6050,Anne Dudley,1956
197071,Kent-Arne Dahlgren,1946
1273656,Otomar Dvorák,1951
279996,Zuzana Fisárková,1939
1427101,Sophie Traub,1989
1833307,Zain Meghji,1977
946344,Yûsaku Yara,1948
458646,Allen Klein,1931
919816,James Welland,1961
1159180,Ed Helms,1974
1110087,Masuimi Max,1978
399878,Charlie Parker-Swift,1984
637314,Jitka Nováková,1932
29994,Neil Angwin,1937
801797,Sindhu,1972
1636674,León Errázuriz,1968
3435752,Amber Bembry,1989
656712,Janis Paige,1922
2076970,Tasciotti,1967
2358813,William 'Shorty' Young,1935
1849172,Justin Apone,1980
2593143,Brian Carmody,1969
1689615,Romi Dames,1979
38561,Joaquin Asencio,1978
4390655,Thao Vu,1987
1136123,Guntram Franke,1968
720301,Dragan Resner,1934
872494,Pete Trewavas,1959
2185037,Pauline Lan,1965
1181159,Albert Espinosa,1974
387519,Janne Heltberg,1981
1225237,Yuk Long Wong,1950
782794,Ilona Sekacz,1948
951006,Marina Yurasova,1934
566841,Jeff McCracken,1952
899871,Franco Vitale,1935
243848,Alberto Durant,1951
1064381,Tamás Babos,1968
3706285,Alba García,1992
720168,Richard Rericha,1964
542750,Erika Mann,1905
461796,Klaus Knuth,1935
1759842,Nükhet Akkaya,1957
868307,Adolfo Torrado,1904
1032826,Yun-ah Song,1973
309,David Bowie,1947
867000,Joan Tompkins,1915
609497,Marcelo Motta,1952
3219667,Scott Berrie,1965
1988111,Casey Wilson,1980
1098024,Axel Kuschevatzky,1972
483915,Jim Lampley,1949
353750,Dean Haglund,1965
1019302,Agustín Bravo,1961
399738,Warrington Hudlin,1952
539081,Paolo Malco,1947
579368,Rossy Mendoza,1950
624993,Kristina Nel,1953
668181,Johnny PayCheck,1938
1168510,Diana Wynne Jones,1934
5201991,YuHan Xu,2004
972125,Paul Skidmore,1978
1659141,Prabhas,1979
219938,Jeremy Denzlinger,1973
925716,Paul Whitehead,1962
798097,Drake Silliman,1951
4798882,Brad Jacobowitz,1981
1485036,Kunal Sharma,1987
3188420,Taylor Dior,2006
139528,Renato Carpentieri,1943
783424,Gustav Rudolf Sellner,1905
94170,De'aundre Bonds,1976
103364,Paul Bradley,1957
2054845,Pedro Zerolo,1960
1808544,Harold Bloom,1930
309946,Roxanne Gaudette-Loiseau,1988
10994113,Csilla Ababi,1983
4450324,Håkan Hemlin,1969
756908,Kôichi Saitô,1929
2343300,Sofie Hamilton,1987
864737,Asher Tlalim,1950
839888,Aleksandr Susnin,1929
926966,Sven Wickman,1931
270695,Johann Feindt,1951
233026,Martin Donovan,1950
776441,Craig Schulz,1953
765685,Wisit Sasanatieng,1963
301615,James Galanos,1924
44330,Raul Askenazi,1966
842056,Heidi Swedberg,1966
1566260,Ernest J. Sternglass,1923
708648,Jacinto Ramos,1917
847,Theda Bara,1885
858946,Isiah Thomas,1961
1513358,Acie Blaze,1980
1656667,Elliott Sharp,1951
1780458,Noriyasu Agematsu,1978
1159610,Viktor Lakisov,1976
6927629,Hilde Falkanger,1975
819215,Timofey Spivak,1947
53657,Francisco Asenjo Barbieri,1823
1141806,Alexandra Kollontai,1872
1071849,Stéphane Berla,1975
3213296,Özcan Alper,1975
485402,Justin Lane,1973
3651397,Leopold Figl,1902
446124,Marjorie Kellogg,1922
108077,Susanne Breuning,1952
88444,Anna Maria Blind,1937
361669,Izumi Hara,1905
1326310,Herbert Aptheker,1915
1302622,Kristína Svarinská,1989
1411358,Tomas Hejtmanek,1971
150151,David Chamberlain,1968
607316,Sterling Morrison,1942
2429645,Sara Tommasi,1981
1114625,Harry Maiorovici,1918
567579,Terry McDermott,1927
6011384,Mitchell Flint,1923
498782,Scott Anthony Leet,1962
1297767,Daniel Diehl,1948
769338,Aldo Scavarda,1923
1875916,Tambet Tuisk,1976
1284570,Özlem Tekin,1971
8101658,Holly Hughes,1955
5013268,Grant Steckbeck,1990
87689,Ángel Blasco,1957
1095499,Leonardo Brzezicki,1978
3609850,Francesc Colomer,1997
375342,Joseph Heller,1923
766163,Sathyan,1911
1222117,József Zana,1938
661529,Barry Paris,1948
6816257,Christopher Ni,1973
479772,Henri Labussière,1921
353102,Abdel Halim Hafez,1929
48844,Ray Baker,1948
424735,Catherine Johnson,1957
346895,Claire Guibert,1924
4940,Glenn Frey,1948
215375,Eurilla del Bono,1950
1786515,Tom Blankenberg,1970
609182,Don Most,1953
149922,Elias Chalhub,1971
3478107,Harald Martenstein,1953
870556,Paul Tracy,1968
600099,Brizio Montinaro,1943
2088803,Yvonne Strahovski,1982
835580,Niklas Strömstedt,1958
269884,Fearless Nadia,1908
193610,Luíza Curvo,1985
2961309,Step Vaessen,1965
6623090,Bente Fokkens,2000
3492,Heinrich Schafmeister,1957
4505839,Marko Grba Singh,1988
4392299,Guido Segal,1983
782703,Franz Seitz,1887
3499098,Camille Balsamo,1988
344603,Olivier Gruner,1960
883028,Knut Vadseth,1944
720987,Jytte Rex,1942
761166,Elisabeth Sand,1953
3791811,Archie Alleyne,1933
1257,Ava Gardner,1922
4590363,Vitalina Bibliv,1980
509127,Bohuslav Licman,1924
44680,Balduin Baas,1922
971127,Peter Orloff,1944
1947434,Sebastián Junyent,1948
21694,Carl-Olof Alm,1925
9858460,Veta Geraskina,1986
155253,Hung Min Chen,1932
937508,Magda Teresa Wójcik,1934
1142881,Ixi,1962
780098,Ronnie Screwvala,1962
913835,Mamoru Watanabe,1931
918698,John Weisbarth,1976
3732,Neil Alumkal,1971
405165,Earle Hyman,1926
352443,Albert Hackett,1900
1675403,Simon Reed,1947
687774,Avi Pnini,1946
937395,Max Wohl,1898
1465494,Mikhail Politseymako,1976
768817,Pietro Scalia,1960
1136711,John Kon Kelei,1982
482742,Karel Lamac,1897
483234,Lothar Lambert,1944
1343961,Tiago Correa Girrulat,1981
667335,George Paulsin,1949
1169306,Patrice O'Neal,1969
2181133,Ute Aurand,1957
2005572,Eamon Sheehan,1980
1728790,Sema Öztürk,1977
1856127,Katie Knutson,1989
891434,Ilze Vazdika,1943
1419441,Roman Baranowicz,1927
1178890,Minami,1986
625664,Peter Nelson,1959
700302,Enzo Pulcrano,1943
5431107,Ryn Weaver,1992
9377852,Yugesh Anil,1985
6582665,Hugo Le Gourrierec,1991
1581627,George Schappell,1961
7562371,Alfred Sauter,1950
717977,Herbert Reinecker,1914
1957048,Gus Sacks,1988
957925,Zvonimir Zoricic,1948
838360,Susan Sullivan,1942
4158547,Molly McQueen,1987
782712,Jane Seitz,1942
849587,William Tannen,1942
938965,Cheuk Hon Wong,1920
16090,Mikko Alatalo,1951
227875,Ronnie James Dio,1942
682762,Geoff Pierson,1949
1429382,Mark Edwin Robinson,1980
3267061,Teddy Schwarzman,1979
1046734,Jin-ho Seo,1977
1662721,Arash T. Riahi,1972
6320366,Fantine Harduin,2005
912981,Norman J. Warren,1942
276414,Paul Fierlinger,1936
394964,Hucky Hornberger,1963
5626069,Norbert Vander,1961
1002209,Madeleine Worrall,1977
933560,Jane Edith Wilson,1965
2292099,Andrew Menzies,1985
605307,Tatsuya Mori,1956
2339974,David J. Garfield,1969
786564,Anna Sewell,1820
194645,Isabel Câmara,1940
761498,Chris Sanders,1962
4826698,Johanne Louise Schmidt,1983
9946633,Mateusz Pacewicz,1992
360066,Clifford Hanley,1922
455688,Melinda Kinnaman,1971
229584,Veerle Dobbelaere,1967
442950,Haru Kawazu,1975
1622600,Anna Cheney,1979
249188,Catti Edfeldt,1950
740232,David Rook,1935
500444,Danny Leiner,1961
166359,David Clennon,1943
769003,Tony Scannell,1945
1044273,John-Roger,1934
1938245,Carlos M. Mora,1965
2227232,Rick Mischke,1966
4492082,Chieko Imaizumi,1982
1152726,Kôji Kita,1949
902540,Jana von Klier,1987
118378,Jules Buck,1917
259576,Gísli Snær Erlingsson,1964
3053970,Henry Bernsen,1992
1354892,Tereza Duchková,1978
3713744,Otto Bubenícek,1974
513021,Mark Linn-Baker,1954
654274,Thomas Owen,1910
1292361,The GZA,1966
797986,Josef Silhavý,1933
4815,Christine Cavanaugh,1963
73043,Alessandro Benvenuti,1950
103593,Christopher Brady,1967
861841,Madhu Thotapalli,1963
879918,Kichijirô Ueda,1904
261644,Laura Esterman,1945
3236374,Antonio Gramsci,1891
417924,Anna Yanovskaya,1971
298071,Antonella Fulci,1960
136184,Carmen Carbonell,1900
6111440,Elisha Banai,1988
8483455,Jana Pareigis,1981
3887840,James D. Schumacher III,1982
487398,São José Lapa,1951
177984,Derek Cooper,1925
695978,Luis Prendes,1913
1421522,T.J. Ramini,1975
831356,John Stokes,1961
5048150,Jonathan Angelier,1983
1715551,Leslaw Furmaga,1933
3073943,Christopher Walsh,1985
1570563,Arthur Dupont,1985
809,Daniel Auteuil,1950
1932723,Chris Staviski,1973
2356413,Kenneth Schwartz,1922
2169962,Brandon Williford,1968
2551408,Jonathan Smeke,1982
151844,Tso-chi Chang,1961
624346,Jun Negami,1923
1682468,Gil Reyes,1969
3877635,Tetsuya Chiba,1963
810872,Xenia Snagowski,1977
117289,Hope Bryce,1927
514874,Pawel Litwinski,1977
6028028,Ashley August,1993
38918,Kate Ashfield,1972
918339,Herschel Weingrod,1947
1715257,Malin Crépin,1978
73297,Iñigo Berasategui,1968
1348199,Samuel Rizal,1980
214156,Buffy Dee,1923
6899328,Mitsuki An,1984
1117910,Juliana Didone,1984
1515422,Megumi,1981
1531044,Sébastien Bailly,1976
845408,Ferenc Sík,1931
1079211,Dave Cockrum,1943
629737,Taylor Nichols,1959
444438,Jimmy Keegan,1969
475533,Ken Kupstis,1966
313717,Armin Georgi,1927
1071155,Norbert Braun,1952
418083,Wolfgang Jansen,1938
1137502,Niyazi,1912
1486506,Abelardo Estorino,1925
621436,Arif Narimanbekov,1917
775117,Erica Schramm,1919
477024,Hans Magnus Kvåle,1982
1320725,Kasper Holten,1973
438108,Oleg Kapanets,1963
2625893,Quinn Kitmitto,1969
919254,Katrin Weisser,1975
2026311,Annie Duke,1965
713705,Ferran Rañé,1950
1185918,Nick Palumbo,1970
735364,Johnny Rodriguez,1951
2429946,Maria Goinda,1977
299383,Joan Fuster,1922
293099,Bert Freed,1919
837839,Elia Suleiman,1960
2376141,Adela Popescu,1986
3799405,Maya Haffar,1980
783913,Lorenzo Semple Jr.,1923
6065,Bent Fabricius-Bjerre,1924
280660,Ray Fitzwalter,1944
428851,Mick Jones,1955
901,Jean-Paul Belmondo,1933
320442,John Giorno,1936
317931,Ebbe Gilbe,1940
558817,Greg Mathieson,1950
4783827,Marius Yo,2000
6329768,Taku Miki,1935
1893271,Bobby Schwartz,1975
4740758,Alfonso Allende,1973
767661,Cláudio Savietto,1950
257934,Takaaki Enoki,1956
651409,Lars Orup,1918
224610,Debi Diamond,1965
1556504,Emil Beheshti,1971
2343444,Brando Eaton,1986
88600,Bernard Bloch,1949
3324753,Tim Schuebel,1964
593664,Radha Mitchell,1973
902739,Busso von Müller,1967
931736,Steven Williams,1949
617960,Flemming Quist Møller,1942
2258793,Luke Veinot,1981
4780011,John J. Kerecz,1961
960992,Edmond Gondinet,1828
2096985,Chris Andrew Ciulla,1975
364593,David Harris,1959
778123,Udo Schöbel,1961
76522,Mario Bernardo,1919
1497267,Brian D. Young,1965
857523,Giorgos Theodosiadis,1924
3525599,Anja Lechner,1961
1182012,Sabina Murray,1968
1385685,Rob G. Kahn,1965
3479172,Pavel Dralov,1961
385940,Ernst Hinterberger,1931
444367,John Keedwell,1962
1185314,Bunshi Katsura Vi,1943
71428,Péter Benkö,1947
1380,Jim Hutton,1934
1792652,Simon Phillips,1980
1131817,Maxime Alexandre,1971
729626,Jacques Rivette,1928
3834164,Jenn Proske,1987
9584683,Christian Hansen,1996
3699375,Scott Upston,1982
119653,José Buil,1953
524442,Francesco Lucente,1960
2067427,Hiroshi Yamamoto,1978
670703,Sivaram Peketi,1918
10515361,Alfonso Matos,1981
1727535,Wojciech Kuczok,1972
9421662,Kálmán Kéri,1901
802670,László Sipos,1957
1126474,Yusry Abd Halim,1973
309129,Brian Gaskill,1970
5961051,Atlee Kumar,1983
870206,Tammy Townsend,1970
4117868,Mary Ellis,1917
1900981,Julio Ponce Palmieri,1974
4387002,Andres Beltran,1986
649598,Guillermo Orea,1929
2961696,Lauren King,1980
382256,Syd Heylen,1922
2745020,Ashley Francis,1997
4137454,Phillip Evelyn,1983
4300021,Yaroslav Kozak,1993
619594,David Nahmod,1956
449713,Herbert Kerr,1927
333932,Billy Graham,1918
11365,Stan Adams,1944
25982,Birgit Anders,1952
627474,Ritchie Neville,1979
358710,John Hammond,1942
1822701,Jeanette Andersson,1959
92543,Alberto Bojórquez,1941
863516,Roger Tilton,1924
3307918,Vithaya Pansringarm,1959
4132843,Zachary Amzallag,1982
3305,Fausto Canel,1939
4923896,Peter Murfet,1980
197915,Anja Dalhoff,1953
96293,Jacques B. Brunius,1906
953816,Anastasiya Zavorotnyuk,1971
528032,Richard Lyford,1917
788940,Jim Sharman,1945
1099033,Niels Bye Nielsen,1972
2796767,Kenneth Hampton,1969
1181748,Diego Lerendegui,1960
31752,Thomas Anzenhofer,1959
1873311,Meghann Scully,1979
110156,Sérgio Britto,1923
784521,Senthil,1951
2393790,Jason Keef,1982
574030,Pierre McNicoll,1941
9526612,Yumi Endô,1982
1467010,Dan Brown,1964
137029,Roland Carey,1933
1322331,Paul Bostaph,1964
4394222,Kasey Lubin,1991
337369,Boris Grebenshchikov,1953
413832,Marlon Jackson,1957
668734,Mary Peach,1934
418379,Samantha Womack,1972
538448,Margit Makay,1891
522680,Marcus Lovett,1965
10262799,Tugsbayar Alexandr,1978
1028472,Greg Camp,1967
689003,Vince Poletto,1972
27355,Robert Anderson,1917
180498,Judy Cornwell,1940
980,Jim Broadbent,1949
898155,Carlos Villatoro,1907
578483,Jean-Pierre Melville,1917
720618,Emily Reuer,1941
720904,Alma Reville,1899
618018,Jon Endre Mørk,1967
812926,Cristina Soler,1959
6442232,Nono Chen,1971
353201,Yuria Haga,1987
732877,Madeleine Robinson,1917
799247,Hannah Sim,1962
621365,Tom Nardini,1945
1330560,Garrett Hedlund,1984
2763,James S. Fowler,1971
2472648,Ashton Kristopher Bracciodieta,1981
952187,Sergei Zajtsev,1924
76908,Bror Bernild,1921
647955,Lute Olson,1934
123984,Inga Busch,1968
645445,Yoshinori Okada,1977
105523,Normand Brathwaite,1958
950165,William Allen Young,1954
2781217,Gabriel Raab,1981
254067,Forman Ellers,1977
791974,Paula E. Sheppard,1957
467550,Jirí Kostál,1966
2955159,Linwood Mooring,1949
59556,Paolo Barzman,1957
296144,Friðrik Þór Friðriksson,1953
1663634,Gary Delaney,1973
723653,Gwendolyn Rich,1979
192158,Rick Cunha,1944
928642,Thornton Wilder,1897
951828,Frank Zagarino,1959
1153270,Juli Molnár,1960
2494915,Lukás Milota,1981
577924,Robert Meller,1959
1995615,Antonio Soler,1956
3363696,Samantha Bolter,1986
547462,Jacques Marin,1919
736361,Erik Hazelhoff Roelfzema,1917
479272,Maria-Elena Laas,1983
4012674,Damian Vicente,1986
667632,Ria Pavia,1967
685157,Baris Pirhasan,1951
1172492,Jana Knitlová,1942
2811823,Sierra McCormick,1997
1123280,Rick Schiaffo,1951
682582,Ania Pieroni,1957
1943241,Georgina Barreiro,1982
919156,Roberta Weiss,1961
329118,Jerry Goodman,1943
841340,Karel Svoboda,1938
137362,Ingemar Carlehed,1945
1233584,Joze Mraz,1942
3130111,Lorena Kotô,1985
389385,Mischa Hofmann,1967
1994717,Yûki Takeuchi,1979
1767,Imelda Staunton,1956
192384,Lowell Cunningham,1959
670426,Sophie Dia Pegrum,1969
124389,Manuel Busquets,1945
33068,Ray Aranha,1939
570598,David Lee McInnis,1973
800813,Tripo Simonuti,1932
2470629,Anna Mae Wills,1982
1560396,Emma Karwandy,1998
956526,Madeline Zima,1985
337220,Paolo Graziosi,1940
3133900,Mark Yaeger,1980
3588483,Michelle Wai,1984
308737,David Lee Garver,1975
686628,Giancarlo Planta,1954
6022660,Keith Copeland,1946
569607,Alistair McGowan,1964
587674,Jeff Millar,1942
651674,Joan Osborne,1962
2285225,Federica de Cesco,1938
726883,Hildegun Riise,1958
2298371,Radoslav Bartoník,1934
323734,Cathy Godbold,1974
111777,Richard Brooker,1954
70932,Josep Maria Benet i Jornet,1940
2190556,Raja,1978
1586292,Gô Morita,1979
49945,Karen Elise Baldwin,1964
5416355,Lauren Taylor,1998
3813827,Nancy Boo Orchis-Evans,2005
2387,Andrew Cohen,1954
251885,Menahem Einy,1949
3385018,Nicolaas Schmidt,1979
944552,Hu Xin,1981
106924,Catherine Breillat,1948
2131650,Jorge Bouza,1973
58885,Richard Bartlett,1922
1404609,Aleksandr Shchurok,1964
955613,Hao Zheng,1976
399530,Season Hubley,1951
348274,Sturla Gunnarsson,1951
1564283,Alisa Murray,1987
628890,Mweze Ngangura,1950
829815,Sara Stewart,1966
5795501,Michal János,1986
1186061,Sarah Ramos,1991
5230942,Ellie Gall,1996
450453,Hans Kesting,1960
2756685,Büsra Pekin,1982
894146,Gerrard Verhage,1948
6782145,Mike Makowsky,1991
776775,Alexander Schure,1920
794064,Trudy Ship,1944
74112,Artur Berger,1892
2492156,Mirjam Landa,1969
43334,Robert J. Avrech,1950
248461,Megalyn Echikunwoke,1983
1115199,Kelly Schwarze,1978
24188,Vincenzo Amato,1966
831461,Anatoli Stolbov,1933
3042103,Friederike Köpf,1976
754973,Víctor Saca,1951
458087,Birthe Kjær,1948
151799,Yea-Ling Chang,1982
7809918,Yuri Borisyonok,1941
5040606,Szu-Ping Wang,1987
223986,Anneka Di Lorenzo,1952
351187,Marco Gómez,1968
1438258,Songül Öden,1979
9855889,Gustav Lindberg,1998
2110232,Alba August,1993
352592,Sharon Hacohen,1964
887402,Heidi Van Lier,1970
1997037,Joe Boyd,1973
306883,David Gardner,1928
2022375,Sara Casasnovas,1984
5210531,Elena Brotschi,1984
8794142,Thorsten Kreissig,1968
2549333,Furio Monicelli,1924
1141482,Goran Guberovic,1976
4416643,Rania Youssef,1965
617451,Jukka Mäkinen,1953
1120797,Cindy Sampson,1978
732613,Esther Robinson,1969
191831,Mervyn Cumming,1943
877112,Drago Turina,1943
543666,Manuel Manquiña,1953
26578,Dave Anderson,1945
5078747,Zheng Yu,1978
1048321,Nathalie Simard,1969
4857355,Sampurna Lahiri,1991
394677,Mitsuko Horie,1957
513731,Dennis Lipscomb,1942
707721,Ute A. Rall,1961
171108,Kevin B. Coleman,1960
340436,Kevin Greutert,1965
435726,Jean-Pierre Kalfon,1938
541141,Ricardo Mamood-Vega,1968
216559,Francesca DeLaurentiis,1961
3785959,Tomás Vtípil,1981
1544006,José María Aznar,1953
1954121,Petteri Saario,1961
170622,Jude Cole,1960
882569,Hans-Olof Utsi,1960
460318,Tatyana Klyuyeva,1951
521975,Eddy Louiss,1941
1106632,Joseph A. Walker,1935
124947,Hugo Butler,1914
1136674,Shay Kanot,1967
315819,Pietro Ghislandi,1957
938256,Jean-François Wolff,1963
2327605,Aditya,1978
945817,Shunkai Yan,1937
3209493,Matthew Cost,1979
1548026,Mitsugorô Bandô,1956
1015050,Kari Juusonen,1967
486760,Jacques Languirand,1931
293866,Roberto Freire,1927
570930,Barry McKay,1964
656865,Paintal,1947
1134945,John Schwab,1972
2369187,Christina Blevins,1984
997462,Minoru Matsui,1947
869466,Martin D. Toub,1959
1077665,Elzbieta Piekacz,1972
106576,Anna Brecon,1971
436077,Charles Kalman,1929
617225,Pál Mácsai,1961
4400559,Libor Kovár,1991
1231809,Capone,1976
989192,Abdel-Aziz Essayed,1972
1274893,Frank Blau,1968
426678,Jay Johnston,1968
311343,Malgorzata Gebel,1955
396052,Tam Hoskyns,1961
474069,Pit Kuhlmann,1966
151690,Eileen Chang,1920
222145,Rajan P. Dev,1954
587429,Djordje Milicevic,1942
2934080,Michael Jackson,1942
1580911,Brian Baumgartner,1972
840586,Honami Suzuki,1966
177034,Fielder Cook,1923
464804,Satoshi Kon,1963
8931257,Ilirian Bushi,2005
849362,Sakura Tange,1973
1840070,Zachary Oberzan,1974
7766037,Andrew Cohen,2000
277069,Pavlína Filipovská,1941
321116,Egberto Gismonti,1944
2322192,Brett Dier,1990
553432,Claudio Martínez Payva,1887
109678,Bill Brinsfield,1938
2116358,Mehran Modiri,1967
752527,Eileen Ryan,1927
1207021,Mark Jwayad,1980
846480,Cary-Hiroyuki Tagawa,1950
4674421,Martins Kalita,1986
646918,Leslie Oliver,1954
617266,Judit Máriássy,1924
932797,Eva Wilma,1933
403877,Ramadan Huseini,1974
327631,Araceli González,1967
239816,Michel Duchaussoy,1938
53623,Jules Barbier,1825
829166,Amy Stewart,1972
202041,Stoyan Tz. Daskalov,1909
848316,Dijon Talton,1989
3991733,Tadzio Cavegn,1978
2011786,Brian Finlay,1984
546394,Jirí Marek,1914
848667,Akim Tamiroff,1899
608949,Richard Moss,1950
1716574,Roger Federer,1981
182854,Lanny Cotler,1941
3108968,Leo Horsfield,1978
594624,Moshé Mizrahi,1930
680512,John Phillips,1935
359895,Ryszarda Hanin,1919
315865,Khaled Ghorbal,1950
4454328,Noah Byström,1995
1786892,Emil Gerasimov,1948
469,James Earl Jones,1931
16718,Eliseo Alberto,1951
912341,Stuart Warmflash,1949
424601,Bill Johnson,1951
125298,Paul Butterfield,1942
2464319,Marco Laborda,1988
7796969,Mitsuki Kimijima,1994
239091,Débora Duarte,1950
310718,Ewa Gawryluk,1967
1778061,Gianfranco Bettin,1955
626505,Håkan Nesser,1950
1005692,María Aura,1982
1397622,Keith A. Cox,1976
18936,Alexis Alexanian,1962
2584207,Dorothy Vogel,1935
463385,John Kohn,1925
582377,Budimir Metalnikov,1925
540799,Ovo Maltine,1966
2940587,Dean Peterson,1985
794598,Isaak Shmaruk,1910
766837,Jennifer Saunders,1958
648368,Mariona Omedes,1964
7789761,Steven Hudson,1977
608714,Scott Mosier,1971
1256344,Bora Akkas,1990
2201207,Vladimir Tesovic,1984
1960534,Kirsten Person-Ramey,1979
157424,Valeri Chikov,1950
596481,Ovidiu Iuliu Moldovan,1942
5451071,Ilya Belostotski,1973
406732,Mikako Ichikawa,1978
7723305,Mustafa Sayed Eissa,1996
240766,Julia Dufvenius,1975
1687900,Edmund Jäger,1967
2316016,Katia Winter,1983
1187248,Monika Hladová,1960
922724,Jennifer Westfeldt,1970
371891,Serge Hazanavicius,1963
58669,Sydney J. Bartholomew Jr.,1953
1687599,Alessandro Fullin,1964
882237,Saro Urzì,1913
2142326,Jeff Pope,1976
3004706,Roman Bilyk,1977
148387,Laura Cepeda,1953
509672,Robert Liensol,1922
494637,Roger Le Taillanter,1925
739689,Peter Rommel,1956
471719,Tibor Kristóf,1942
1787720,Jun Matsumoto,1983
2117016,Matti Vanhanen,1955
60834,Aclan Bates,1966
533636,Robert Macklin,1941
2156140,Cindy Bagby,1980
357698,George Hamilton IV,1937
574540,Michael McShane,1955
464817,Fumio Kônami,1933
206831,José de Abreu,1946
9138744,Vladimir Pantelyuk,1960
605615,Dean L. Morini,1967
911799,Yu Wang,1941
652079,Osman Yusuf,1920
2156688,Waël Noureddine,1978
701408,Aleksandr Pyatkov,1950
826264,Karel Steklý,1903
6958995,Nicolas Naranjo,1982
2854735,Olivier Bourgeois,1973
1046053,Janaki Manaki,1878
137634,Kitty Carlisle,1910
776040,Amanda Schull,1978
1525139,Lance Sprague,1957
1238005,Declan Joyce,1970
481143,Stéphanie Lagarde,1969
206976,Paulo Sérgio de Almeida,1945
1466205,Caitlin Stasey,1990
2486688,Vlad Riashyn,1970
1742493,Art Spigel,1972
496108,Volker Lechtenbrink,1944
1894792,Adriana Bocalón,1965
4891,John Dye,1963
208480,Thalma de Freitas,1974
49289,Pascale Bal,1971
197272,Marc Daigle,1947
418848,Andrzej J. Jaroszewicz,1938
201556,Grzegorz Daron,1969
181751,Jorge Coscia,1952
692604,Carmen Posadas,1953
122446,W.R. Burnett,1899
